NAME,PHONE,FAX,EMAIL,WEBSITE,RESTAURANT NAME,RESTAURANT ADDRESS,RESTAURANT CITY,RESTAURANT STATE,RESTAURANT ZIPCODE,RESTAURANT COUNTRY,RESTAURANT CATEGORY
Liu'S Habachi Buffet Inc.,(361) 575-8787,,,,Liu'S Habachi Buffet Inc.,2203 Se Loop 410,San Antonio,TX,78220,US,New Category
Jaime Saul Posada,(210) 219-5123,,,,Destiny'S Grill & Bar,2205 S Gevers St,San Antonio,TX,78210,US,New Category
Jo Anne P Othon,(210) 226-7807,,,,J J'S Tavern,2209 Guadalupe St,San Antonio,TX,78207,US,New Category
"B & E Foods, Llc",          ,,,,Mama B'S Fishmarket,221 S Ww White Rd,San Antonio,TX,78219,US,New Category
Mariaelena Ramirez,          ,,,,Elena'S,2210 Fairburn St,San Antonio,TX,78228,US,New Category
Den-Tex Central Inc.,          ,,,,Denny'S Restaurant #7210,2210 Se Loop 410,San Antonio,TX,78220,US,New Category
"Harris & Ibarra Enterprises, L.L.C.",(210) 389-0848,,,,Smokey Mo'S,22106 Bulverde Rd Ste 108,San Antonio,TX,78259,US,New Category
"Sugah'S Shady Oaks Tavern, Llc",(830) 570-8006,,,,"Sugah'S Shady Oaks Tavern, Llc",22115 Us Highway 281 S,San Antonio,TX,78264,US,New Category
Georgia S Perez,(210) 923-9313,,,,Georgia'S Mexican Resturant,2214 Palo Alto Rd,San Antonio,TX,78211,US,New Category
Ana Valdez And Francisco Valdez,          ,,,,Sweet Ana'S Sweets,2218 Mission Vw,San Antonio,TX,78223,US,New Category
"Hasslocher Enterprises, Inc.",          ,,,,Jim'S #51,2221 Sw Military Dr,San Antonio,TX,78224,US,New Category
Mr & Mrs G'S Home Cooking And Pastries Inc.,          ,,,,Mr & Mrs G'S Home Cooking And Pastries Inc,2222 S Ww White Rd,San Antonio,TX,78222,US,New Category
"Pal Operating Company, L.L.C.",          ,,,,Arby'S,2223 E Evans Rd,San Antonio,TX,78259,US,New Category
"Z & H Foods, Inc.",          ,,,,Popeye'S #202,2225 Sw Military Dr,San Antonio,TX,78224,US,New Category
"Sarita'S Restaurant, Inc.",          ,,,,Sarita'S Restaurant,2235 Lockhill Selma Rd,San Antonio,TX,78230,US,New Category
"Brinker Texas, Inc.",          ,,,,Chili'S Grill & Bar #1267,22402 Us Highway 281 N,San Antonio,TX,78259,US,New Category
"Chicago Pizza Hospitality Holding, Inc.",          ,,,,Bj'S Restaurant & Brewhouse,22406 Us Highway 281 N Ste 100,San Antonio,TX,78258,US,New Category
"Chicago Pizza & Brewery, L.P.",          ,,,,Bj'S Restaurant & Brewhouse,22410 Us Highway 281 N,San Antonio,TX,78258,US,New Category
"Rita'S Enchilidas, Llc",(210) 748-0231,,,,"Rita'S Enchilidas, Llc",2249 Austin Hwy,San Antonio,TX,78218,US,New Category
Yang'S Golden Dragon Inc.,(210) 979-9957,,,,Yang'S Golden Dragon Inc,2249 Lockhill Selma Rd,San Antonio,TX,78230,US,New Category
"O'Casey, Ole!, Inc.",          ,,,,O'Casey'S Bed & Breakfast,225 W Craig Pl,San Antonio,TX,78212,US,New Category
Judy K Dinh,          ,,,,Hippo'S Grocery & Deli,226 Dwyer Ave,San Antonio,TX,78204,US,New Category
"Kenny Cotten'S, Llc",          ,,,,Cottens Barbecue,226 W Bitters Rd,San Antonio,TX,78216,US,New Category
"Los Roberto'S Taco Shop, Llc",(541) 390-5237,,,,Los Roberto'S Taco Shop,226 W Bitters Rd Ste 118,San Antonio,TX,78216,US,New Category
"J Dog & Company, Inc.",(713) 622-6000,,,,The Original Dave'S Cosmic Subs,22610 Us Highway 281 N Unit G05,San Antonio,TX,78258,US,New Category
Brenda Y Reyna Plascencia,          ,,,,Reyna'S Cafe,227 Aransas Ave,San Antonio,TX,78210,US,New Category
Amado V Tenorio,          ,,,,Tenorio'S Mexican Restaurant,2296 Bandera Rd,San Antonio,TX,78228,US,New Category
"Angel'S Mexican Haven, Inc.",          ,,,,Angel'S Mexican Haven Inc,2302 E Commerce St,San Antonio,TX,78203,US,New Category
Big'S Lp,          ,,,,Big'S Burger Joint,2303 N Loop 1604 W,San Antonio,TX,78257,US,New Category
"Fred'S Fish Fry, Inc.",          ,,,,Fred'S Fish Fry Inc,2303 N Zarzamora St,San Antonio,TX,78201,US,New Category
Sik Texas License Corp.,          ,,,,Carino'S Italian Grill,231 Loop 410 Sw,San Antonio,TX,78238,US,New Category
"Carino'S Italian Kitchen, Inc.",          ,,,,Johnny Carino'S Country Italian,231 Loop 410 Sw,San Antonio,TX,78238,US,New Category
Isabel M Juarez,          ,,,,Reinas'S Burgers & More,2310 Guadalupe St Ste 102,San Antonio,TX,78207,US,New Category
"Luby'S Fuddruckers Restaurants, Llc",          ,,,,Luby'S Cafeteria #08,2310 Sw Military Dr,San Antonio,TX,78224,US,New Category
"Brinker Texas, Inc.",          ,,,,Chili'S Grill & Bar #0614,2310 Sw Military Dr Ste 101,San Antonio,TX,78224,US,New Category
Elraj F Sayyah And Azar M Sayyah,(210) 932-3308,,,,Santa Fe Grill,2310 Sw Military Dr Ste 104,San Antonio,TX,78224,US,New Category
Shinchin Inc,(210) 932-2808,,,,Subway Sandwiches,2310 Sw Military Dr Ste 105,San Antonio,TX,78224,US,New Category
Side Wok Cafe Southpark Inc,          ,,,,Side Wok Cafe,2310 Sw Military Dr Ste 106,San Antonio,TX,78224,US,New Category
"Chick-Fil-A, Inc.",          ,,,,Chick-Fil-A South Park Mall,2310 Sw Military Dr Ste 108,San Antonio,TX,78224,US,New Category
"Tyt Management South Park, Llc",(210) 921-0888,,,,Tyt Management South Park Llc,2310 Sw Military Dr Ste 109,San Antonio,TX,78224,US,New Category
Priman Llc,          ,,,,Pretzl Maker,2310 Sw Military Dr Ste 110,San Antonio,TX,78224,US,New Category
"Kaam, Inc.",          ,,,,The Creamery At South Park,2310 Sw Military Dr Ste 532,San Antonio,TX,78224,US,New Category
"San-Tex Restaurants, Inc.",(210) 736-1976,,,,Jack In The Box #934,2311 Fredericksburg Rd,San Antonio,TX,78201,US,New Category
Casabas Cantina Llc,(210) 888-8888,,,,Casabas Cantina,2313 Lockhill Selma Rd # 247,San Antonio,TX,78230,US,New Category
Nancy J Van Gundy,(210) 314-5952,,,,Reed'S Country Diner,2313 Nw Military Hwy,San Antonio,TX,78231,US,New Category
"D & R Bar, Inc.",(210) 340-9233,,,,Three Legged Monkey,2313 Nw Military Hwy,San Antonio,TX,78231,US,New Category
"Taste Of Dalian, Llc",(805) 300-8832,,,,Beijing,2313 Nw Military Hwy Ste 125,San Antonio,TX,78231,US,New Category
"Sonic Restaurants, Inc.",          ,,,,Sdi Of San Antonio #2973,2314 Thousand Oaks Dr,San Antonio,TX,78232,US,New Category
36Th & Hwy 90 Corp.,(210) 431-7900,,,,Mcdonald'S Restaurant,2315 Sw 36Th St,San Antonio,TX,78237,US,New Category
Rmmr Inc.,          ,,,,Del Fuego Char Grill & Cantina,2318 N Loop 1604 W,San Antonio,TX,78248,US,New Category
Roger'S Ranch Fire Hydrant Llc,(210) 493-2204,,,,Del Fuegos,2318 N Loop 1604 W,San Antonio,TX,78248,US,New Category
Carl Preston Bates,(210) 735-1955,,,,Burger-Boy,2323 N Saint Marys,San Antonio,TX,78212,US,New Category
"Hanger 18, Inc.",          ,,,,Hangar Too,2323 Quintana Rd,San Antonio,TX,78211,US,New Category
"Southcross Foods, Llc",          ,,,,Tj'S Hamburgers,2323 W Southcross Blvd,San Antonio,TX,78211,US,New Category
Phillip Priolo,          ,,,,Phillip Priolo,2324 Blanco Rd,San Antonio,TX,78212,US,New Category
Pradeepkumar T Bhakta,(210) 670-1374,,,,Pinnroadmotel,2327 Pinn Rd,San Antonio,TX,78227,US,New Category
Sherry Lynn Qualls And Raymond Scott Qualls,          ,,,,Coyote Crossing Saloon,23285 Mathis Rd,San Antonio,TX,78264,US,New Category
"Dgmb Associates, Inc.",          ,,,,"Dgmb Associates, Inc.",233 E Houston St,San Antonio,TX,78205,US,New Category
"San Antonio Palm Restaurant, Inc.",(713) 977-2544,,,,Palm Restaurant,233 E Houston St,San Antonio,TX,78205,US,New Category
Pablo Cantu,          ,,,,P C Vending,233 Monticello,San Antonio,TX,78223,US,New Category
"Compass One, Llc",(704) 328-4000,,,,"Compass One, Llc #26284 Nustar",2330 N Loop 1604 W,San Antonio,TX,78248,US,New Category
Aramark Corporation,          ,,,,At&T West Bending,2331 Ruby Oaks,San Antonio,TX,78232,US,New Category
Aramark Corporation,          ,,,,Rdm - At&T,2331 Ruby Oaks,San Antonio,TX,78232,US,New Category
Jcc Restaurants Inc,          ,,,,Texas Barbacoa,2331 Vance Jackson Rd,San Antonio,TX,78213,US,New Category
"Page Barteau Catering, Inc.",          ,,,,Page Barteau Catering,2332 N Saint Marys St,San Antonio,TX,78212,US,New Category
The Hot Spot Bbq Patio Llc,          ,,,,Hot Spot Bbq Patio,2334 N Saint Marys St,San Antonio,TX,78212,US,New Category
Preston E Adams Sr,          ,,,,Eddie'S Mobile Catering,2334 S Ww White Rd,San Antonio,TX,78222,US,New Category
"First-Step Entertainment, Llc",(210) 348-1513,,,,Thirsty Horse Saloon,2335 Nw Military Hwy,San Antonio,TX,78231,US,New Category
"South Park Pizza, Inc.",(210) 408-7106,,,,"South Park Pizza, Inc.",2335 Sw Military Dr,San Antonio,TX,78224,US,New Category
"Pizza Venture Of San Antonio, L.L.C.",          ,,,,Papa John'S Pizza # 3053,2339 E Evans Rd Ste 106,San Antonio,TX,78259,US,New Category
"Nt Service First, L.L.C.",(210) 481-7146,,,,Mexico To Go,2339 E Evans Rd Ste 111,San Antonio,TX,78259,US,New Category
David J Estrada,          ,,,,David J Estrada,234 Jesse Ave,San Antonio,TX,78237,US,New Category
Erika L Garcia,          ,,,,Erika L Garcia,234 Jesse Ave,San Antonio,TX,78237,US,New Category
"Waxy O'Connors Irish Pub, Llc",(210) 299-3744,,,,Waxy O'Connors Irish Pub Llc,234 Riverwalk,San Antonio,TX,78205,US,New Category
Garibaldi Drive-Thru Inc,(210) 645-1473,,,,Garibaldi Drive-Thru,2342 Pinn Rd,San Antonio,TX,78227,US,New Category
Bradjentra Corporation,          ,,,,La Cabana Mexican Restaurant,23425 S Us Highway 281,San Antonio,TX,78264,US,New Category
"Wendy'S Of San Antonio, Inc.",          ,,,,Wendy'S Old Fashioned Hamburgers,2343 Sw Military Dr,San Antonio,TX,78224,US,New Category
"Fattboy Enterprises, Inc.",          ,,,,Fattboy Burgers And Dogs,2345 Vance Jackson Rd,San Antonio,TX,78213,US,New Category
"Texas Taco Cabana, L.P.",          ,,,,Taco Cabana #110,2347 E Southcross Blvd,San Antonio,TX,78223,US,New Category
Calles Investments Llc,          ,,,,Tacos Rodeo,2347 Nacogdoches Rd,San Antonio,TX,78209,US,New Category
Sichuan Cuisine Llc,(210) 367-5101,,,,Sichuan Cuisine,2347 Nw Military Hwy,San Antonio,TX,78231,US,New Category
Vicenta G Hernandez,          ,,,,Vicky'S Mexican Restaurant,2349 Pinn Rd,San Antonio,TX,78227,US,New Category
"H&F Management Company, Inc.",(210) 444-1000,,,,Soho Wine & Martini Bar,235 E Commerce St # 100,San Antonio,TX,78205,US,New Category
"Charro 'El Tio' Restaurante, Inc.",(210) 257-5877,,,,Charro 'El Tio' Restaurante,2351 Harry Wurzbach Rd,San Antonio,TX,78209,US,New Category
"Chango'S Havana Club, Ltd.",          ,,,,Chango'S Havana Club,23535 Ih 10 W # 1101,San Antonio,TX,78257,US,New Category
"River Sub, Ltd.",          ,,,,Subway #35144,23535 Ih 10 W Bldg 2,San Antonio,TX,78257,US,New Category
Wild Goose Bar Llc,          ,,,,Wild Goose Bar,23535 W Interstate 10 Ste 1101,San Antonio,TX,78257,US,New Category
Eric Ounthouang,          ,,,,Thai Lao Boardwalk,23535 W Interstate 10 Ste 1104,San Antonio,TX,78257,US,New Category
Davis Pizzaworks Llc,          ,,,,Doubledave'S Pizzaworks,23535 W Interstate 10 Ste 1106,San Antonio,TX,78257,US,New Category
"Pizza Venture Of San Antonio, L.L.C.",(210) 308-7272,,,,Papa John'S Pizza # 892,2354 Nw Military Hwy,San Antonio,TX,78231,US,New Category
Gustavo F Carbajal,          ,,,,Gorilla Shaved Ice,2355 Goliad Rd,San Antonio,TX,78223,US,New Category
Jeanne M Jenks,          ,,,,Jenks And Jenks,23575 Alanwood Dr,San Antonio,TX,78264,US,New Category
Anthony R Grayer,          ,,,,Club Supreme/Catering By Anthony,236 Guthrie St,San Antonio,TX,78237,US,New Category
Selrico Services Inc.,(210) 737-8220,,,,Selrico Services - Gott,236 Kirknewton St Ste 2041,San Antonio,TX,78243,US,New Category
"Rusue, Inc.",(210) 667-9794,,,,Aurora'S Cafe,2360 E Fm 1518 S,San Antonio,TX,78152,US,New Category
Selrico Services Inc.,          ,,,,Cps-Northwest Construction,2362 Nw Loop 410,San Antonio,TX,78230,US,New Category
"Freckled Rabbit, Llc",(210) 698-6616,,,,Fralo'S,23651 Ih 10 W,San Antonio,TX,78257,US,New Category
"River Restaurants, Ltd.",(210) 223-2939,,,,Lone Star Cafe,237 Losoya St,San Antonio,TX,78205,US,New Category
"The River Roost, Inc.",          ,,,,Michelino'S And Lone Star Cafe,237 Losoya St,San Antonio,TX,78205,US,New Category
"Radicke'S, Inc.",          ,,,,Bluebonnet Grill,237 Nw W White Rd,San Antonio,TX,78219,US,New Category
"Marketing Effects, Llc",          ,,,,Leon Springs Las Palapas,23725 Ih 10 W,San Antonio,TX,78257,US,New Category
"Weir/Wynn, Ltd.",          ,,,,Longhorn Cafe Icehouse & Grille,23775 Ih 10 W,San Antonio,TX,78257,US,New Category
"Cec Entertainment, Inc.",          ,,,,Chuck E Cheese'S #417,238 Sw Military Dr,San Antonio,TX,78221,US,New Category
"Sa Resort, Lllp",(210) 602-0153,,,,Jw Marriott San Antonio Hill Country Resort & Spa,23808 Resort Pkwy,San Antonio,TX,78261,US,New Category
"Hospitality International, Inc.",          ,,,,"Hospitality International, Inc.",23808 Resort Pkwy,San Antonio,TX,78261,US,New Category
"Sa Resort, Lllp",          ,,,,Jw Marriott-Tpc San Antonio,23808 Resort Pkwy Ste 300,San Antonio,TX,78261,US,New Category
"Sa Resort, Lllp",(210) 491-5891,,,,Jw Marriot - Sa Real Estate,23808 Resort Pkwy Ste 500,San Antonio,TX,78261,US,New Category
"Hill Country Inn & Suites, Inc.",          ,,,,Hill Country Inn & Suites,2383 Ne Loop 410,San Antonio,TX,78217,US,New Category
Patrick Flores,          ,,,,Las Chiladas Mexican,2387 Nw Military Hwy,San Antonio,TX,78231,US,New Category
Vera Dale Melzark,          ,,,,Norm'S Place,239 Serenade Dr,San Antonio,TX,78216,US,New Category
Steve Valencia,          ,,,,T-Bone'S Grill,23916 Romin Dr,San Antonio,TX,78264,US,New Category
Mary S Nelson,          ,,,,Stolen Recipes,240 Bushnell Ave Apt 303,San Antonio,TX,78212,US,New Category
"River Sub, Ltd.",          ,,,,Subway #4748,240 E Houston St,San Antonio,TX,78205,US,New Category
"South Texas Pizza, Inc.",          ,,,,Domino'S Pizza #6800,240 W Houston St,San Antonio,TX,78205,US,New Category
Rachel Tripp Hajji,(210) 995-5740,,,,Wheelie Gourmet,24010 Briarbrook Way,San Antonio,TX,78261,US,New Category
"Staggco Southcross, Llc",(210) 533-8771,,,,Mcdonald'S 3348,2402 E Southcross Blvd,San Antonio,TX,78223,US,New Category
Armando Rivera,          ,,,,Mando'S Cafe,2402 Guadalupe St # 1,San Antonio,TX,78207,US,New Category
Alice K Grant,          ,,,,Pepper Patch Lounge,2402 Pinn Rd,San Antonio,TX,78227,US,New Category
"El Pollo Loco, Inc.",          ,,,,El Pollo Loco #5931,2403 Babcock Rd,San Antonio,TX,78229,US,New Category
Hillary Laura Lara Leon,(210) 670-3770,,,,La Capital Mexican Cuisine,2403 Pinn Rd,San Antonio,TX,78227,US,New Category
Julian Vargas Jr,          ,,,,Coach'S Corner Family Ice House,2403 Vance Jackson Rd,San Antonio,TX,78213,US,New Category
"Sonic Restaurants, Inc.",          ,,,,Sdi Of Leon Springs #5391,24039 W Interstate 10,San Antonio,TX,78257,US,New Category
Brown'S Mexican Food Of San Antonio Inc.,(210) 533-8174,,,,Brown'S Mexican Food,2405 S Hackberry,San Antonio,TX,78210,US,New Category
Eirik Larkin Enterprises Llc,(808) 346-7781,,,,Bootleggers,2407 N Saint Marys St,San Antonio,TX,78212,US,New Category
Isela Dozal & Enrique Solis Jr,          ,,,,Loncheria Laredo,2409 Commercial Ave,San Antonio,TX,78221,US,New Category
Rhonda Moore-Sciaraffa Limited Liability Company,(210) 735-4339,,,,The White Rabbit / Pizzeria,2410 N Saint Marys St,San Antonio,TX,78212,US,New Category
"Bill Miller Bar-B-Q Enterprises, Ltd.",          ,,,,Bill Miller'S Bar-B-Q Enterprises,2410 Nacogdoches Rd,San Antonio,TX,78217,US,New Category
Norma J Eureste,(210) 212-4333,,,,Broadway Sports Bar,2411 Broadway St Ste A,San Antonio,TX,78215,US,New Category
"We Deliver, Inc.",          ,,,,Wok This Way,2411 Ne Loop 410 Ste 100,San Antonio,TX,78217,US,New Category
"The Grill At Leon Springs, Ltd.",          ,,,,"The Grill At Leon Springs, Ltd",24116 Ih 10 W,San Antonio,TX,78257,US,New Category
Angel Carrizales Rodriguez,(210) 378-9958,,,,Pinas Locas,2413 Thousand Oaks Dr,San Antonio,TX,78232,US,New Category
"Black Tie Affairs Catering, Inc.",          ,,,,Leon Springs Dancehall,24135 W Ih 10,San Antonio,TX,78257,US,New Category
"Triple M Industries, Inc.",          ,,,,Subway Sandwich & Salad #25221,2414 Babcock Rd Ste 100,San Antonio,TX,78229,US,New Category
Starbucks Corporation,          ,,,,Starbucks Coffee #18834,2414 Harry Wurzbach Rd,San Antonio,TX,78209,US,New Category
"Mbhb Enterprises, Llc",(210) 698-7879,,,,Papa Nacho'S Cantina,24145 Ih 10 W,San Antonio,TX,78257,US,New Category
"Lafonda, Incorporated",          ,,,,La Fonda,2415 N Main Ave,San Antonio,TX,78212,US,New Category
Jose Jesus Bustos,(210) 626-5646,,,,Las Delicias De Monterrey Papa,24153 Us Highway 281 S,San Antonio,TX,78264,US,New Category
Sowon Sushi Inc,(210) 831-1741,,,,Sowon Sushi Inc,24165 W Interstate 10 Ste 300,San Antonio,TX,78257,US,New Category
Fenty Widjaja,(210) 639-5490,,,,Yummi Japanese Restaurant,24165 W Interstate Highway 10,San Antonio,TX,78257,US,New Category
"Joey'S, Inc.",(210) 733-9573,,,,Joey'S,2417 N Saint Marys St,San Antonio,TX,78212,US,New Category
Olinda Gloria Azabache,(210) 403-3311,,,,Jk'S Authentic Chicago Style Hot Dog,2417 Thousand Oaks Dr,San Antonio,TX,78232,US,New Category
Starbucks Corporation,          ,,,,Starbucks Coffee #6340,24175 Ih 10 W,San Antonio,TX,78257,US,New Category
"Griff'S Of America, Inc.",          ,,,,Griffs Burger Bar #2,2418 Pleasanton Rd,San Antonio,TX,78221,US,New Category
The Point Park & Eats Llc,(210) 687-7827,,,,The Point Park & Eats,24188 Boerne Stage Rd,San Antonio,TX,78255,US,New Category
Juan A Vasquez,(210) 732-4614,,,,Crystal'S Cafe,2420 N Zarzamora St,San Antonio,TX,78201,US,New Category
"Fricasa, L.P.",(281) 807-5200,,,,Willie'S Grill & Icehouse,24200 W Interstate 10 Ste 118,San Antonio,TX,78257,US,New Category
"Wendy'S Of San Antonio, Inc.",          ,,,,Wendy'S Old Fashioned Hamburgers #26,2422 E Southcross Blvd,San Antonio,TX,78223,US,New Category
Juan A Sepulveda Sr,          ,,,,Patty'S Taco House,2422 S Hackberry,San Antonio,TX,78210,US,New Category
Phyllis J Danie,          ,,,,Joes Hamburger Place,2423 Blanco Rd,San Antonio,TX,78212,US,New Category
"Ct Restaurants, L.P.",          ,,,,Church'S Chicken #1615,2423 Commercial Ave,San Antonio,TX,78221,US,New Category
"Blue Water Partners, Inc.",(210) 735-1315,,,,The Mix,2423 N Saint Marys St,San Antonio,TX,78212,US,New Category
Alicia V Settles,          ,,,,Rocky'S Tacos,2423 Pleasanton Rd,San Antonio,TX,78221,US,New Category
Akashri Enterprises Llc,          ,,,,Lenny'S Sub Shop,2425 Babcock Rd Ste 100,San Antonio,TX,78229,US,New Category
"Porky'S Sports Bar & Grill, Inc.",          ,,,,"Porky'S Sports Bar & Grill, Inc",2426 Culebra Rd,San Antonio,TX,78228,US,New Category
Gilbert C Carrion,          ,,,,Don Gilbertos Cafe,2426 S Laredo St,San Antonio,TX,78207,US,New Category
Ramiro H Martinez,          ,,,,Sophia'S Mexican Cafe,2427 Austin Hwy,San Antonio,TX,78218,US,New Category
"La Flama, Llc",(210) 340-1337,,,,La Fogata,2427 Vance Jackson Rd,San Antonio,TX,78213,US,New Category
Melesio S Flores,(210) 432-5629,,,,La Grande,243 Castroville Rd,San Antonio,TX,78207,US,New Category
2431 Llc,(210) 544-4269,,,,Azucenas Bakery,2431 Austin Hwy,San Antonio,TX,78218,US,New Category
"Vir Enterprises, Inc.",(210) 344-1422,,,,Church'S Chicken #299,2431 Basse Rd,San Antonio,TX,78213,US,New Category
Jose Luis Hernandez,          ,,,,Tacos Jalisco Mini Taquitos,2431 Spur Dr,San Antonio,TX,78227,US,New Category
Christine Walker-Armstrong,          ,,,,Black Sugar,2431 Vibrant Oak,San Antonio,TX,78232,US,New Category
Ricardo Vaquera,(210) 927-3234,,,,Rick'S Mvp,2432 Nogalitos,San Antonio,TX,78225,US,New Category
Henry Campos Martinez,          ,,,,Frankie G'S Sports Bar,2437 Frio City Rd,San Antonio,TX,78226,US,New Category
"Basement Bar & Lounge, Inc.",          ,,,,Basement Bar & Lounge,244 Losoya B,San Antonio,TX,78205,US,New Category
Acostagarza Llc,(210) 219-6640,,,,El Nuevo Tenampa,244 W Houston St,San Antonio,TX,78205,US,New Category
"Eagl Beverage Texas, L.P.",          ,,,,Canyon Springs Golf Club,24405 Wilderness Oak,San Antonio,TX,78258,US,New Category
"1776, Ltd.",          ,,,,Mama'S Cafe,2442 Nacogdoches Rd,San Antonio,TX,78217,US,New Category
"Triple M Industries, Inc.",(210) 520-8086,,,,Subway Sandwich & Salad #5090,2445 Nacogdoches Rd,San Antonio,TX,78217,US,New Category
Claude Biediger,(210) 651-6036,,,,Six B'S Catering,24450 Biediger Ln,San Antonio,TX,78266,US,New Category
"Kdjs Enterprises, Inc.",          ,,,,La Marginal,2447 Nacogdoches Rd,San Antonio,TX,78217,US,New Category
"Spmb Rive-Dome, Ltd.",(210) 222-4700,,,,Club Rive,245 E Commerce St # 250,San Antonio,TX,78205,US,New Category
"Mule Restaurant Group, Llc",(210) 829-1612,,,,Rita'S On The River Pizzarita'S,245 E Commerce St Ste 100,San Antonio,TX,78205,US,New Category
"Mule Restaurant Group, Llc",          ,,,,Riverwalk Chocolate & Fudge,245 E Commerce St Ste 100,San Antonio,TX,78205,US,New Category
"S.A. Burgers, Lp",(210) 227-6258,,,,Johnny Rockets No 263,245 E Commerce St Ste 200,San Antonio,TX,78205,US,New Category
"The Old Bizz, Llc",          ,,,,Blimpie,2450 Stanley Rd 2Nd Level,San Antonio,TX,78234,US,New Category
"Leave It To Us, Inc.",          ,,,,Leave It To Us,2455 Celebration Dr,San Antonio,TX,78261,US,New Category
Maria Hong,          ,,,,Koreana Restaurant,2458 Harry Wurzbach Rd Ste 5,San Antonio,TX,78209,US,New Category
Concepcion Gomez Jota,          ,,,,El Rey Del Taco,246 S Hackberry,San Antonio,TX,78203,US,New Category
"Hms Enterprises, Llc",(210) 432-0275,,,,"Hms Enterprises, Llc",246 W Old Us Highway 90,San Antonio,TX,78237,US,New Category
Great Ice Cream Llc,          ,,,,Roy'S Pronto Taco Hut,246 W Old Us Highway 90,San Antonio,TX,78237,US,New Category
Victor Valencia,          ,,,,Taqueria Vallarta # 4,2463 Nacogdoches Rd,San Antonio,TX,78217,US,New Category
"Charro 'El Tio' Restaurante, Inc.",          ,,,,Papa Gayos,2470 Harry Wurzbach Rd,San Antonio,TX,78209,US,New Category
Elizabeth Ann Tyra,          ,,,,Primos,24708 Robert Jared,San Antonio,TX,78264,US,New Category
Liquid Monkey Lounge Inc,          ,,,,Liquid Monkey Lounge,248 Losoya St,San Antonio,TX,78205,US,New Category
"Hardshoe Bars, Llc",          ,,,,Silver Fox,24802 Ima Ruth Pkwy,San Antonio,TX,78257,US,New Category
David Michael Kinchen,(210) 860-6620,,,,New Orleans Snowball Shack,24813 Rock Bend Ln,San Antonio,TX,78260,US,New Category
"Tripolis Enterprises, Inc.",(210) 599-6011,,,,The Palace Men'S Club,2482 Ne Loop 410,San Antonio,TX,78217,US,New Category
"P&G Restaurant Group, Inc.",(210) 525-8868,,,,Beansprout Chinese Restaurant,25 Ne Loop 410 Ste 119,San Antonio,TX,78216,US,New Category
"Jdsa I, Ltd.",(210) 524-9288,,,,Jason'S Deli - Pavilions,25 Ne Loop 410 Ste 128,San Antonio,TX,78216,US,New Category
"Alameda Juice, L.L.C.",          ,,,,Jamba Juice @ Quarry Village,250 E Basse Rd,San Antonio,TX,78209,US,New Category
"Cefa, Inc.",          ,,,,Old Dannys Cocina,250 Old Hwy 90,San Antonio,TX,78237,US,New Category
"R&L Foods, Inc.",          ,,,,Taco Bell #16505,2501 Babcock Rd,San Antonio,TX,78229,US,New Category
"Demo'S St. Mary'S, Inc.",(210) 732-7777,,,,Demo'S Greek Food,2501 N Saint Marys St,San Antonio,TX,78212,US,New Category
John Keedy,          ,,,,Church'S Chicken # 393,2501 Nacogdoches Rd,San Antonio,TX,78217,US,New Category
Lucia M Carranco,          ,,,,El Itacate,2501 Nogalitos,San Antonio,TX,78225,US,New Category
"Aleman Group, L.L.C.",(210) 667-4068,,,,Senor Cancun,2502 Blanco Rd,San Antonio,TX,78212,US,New Category
La Guadalupana Inc.,          ,,,,Juanito'S,2502 Culebra Rd,San Antonio,TX,78228,US,New Category
"Ct Restaurants, L.P.",          ,,,,Church'S Chicken #1682,2502 Palo Alto Rd,San Antonio,TX,78211,US,New Category
Ok West Club Llc,(512) 626-2141,,,,Ok West,2502 Pleasanton Rd,San Antonio,TX,78221,US,New Category
"Amato Subs, Llc",          ,,,,Subway 55584,25020 Blanco Rd Ste 100,San Antonio,TX,78260,US,New Category
Juan C Castro,          ,,,,'Maricos Marisol' Mexican Seafood,25020 Blanco Rd Ste 170,San Antonio,TX,78260,US,New Category
Jose J Beltran,(210) 623-3636,,,,Taqueria Aguascalientes #4,25020 Blanco Rd Ste 200,San Antonio,TX,78260,US,New Category
"Fratello'S, L.L.C.",          ,,,,Fratello'S,2503 Broadway St,San Antonio,TX,78215,US,New Category
Nonglux Lueders,          ,,,,May'S Asian American Food,2503 Funston Rd,San Antonio,TX,78234,US,New Category
"Gc Restaurants Sa, Llc",          ,,,,Golden Chick At City Base West,2503 Se Military Dr,San Antonio,TX,78223,US,New Category
"Dos Bagels, Llc",(210) 887-0551,,,,Dan'S Kona Ice,25034 Mc Bride Dr,San Antonio,TX,78255,US,New Category
Oscar C Ibieta,(210) 924-9800,,,,La Puntada Cafe # 4,2507 Pleasanton Rd,San Antonio,TX,78221,US,New Category
"B.R. Anderson Enterprises, Inc.",(210) 275-9995,,,,B Daddy'S Bbq,25080 Hwy 281 N,San Antonio,TX,78255,US,New Category
"R&L Foods, Inc.",          ,,,,Kentucky Fried Chicken #9017,2510 Sw Military Dr,San Antonio,TX,78224,US,New Category
"Texas Taco Cabana, L.P.",          ,,,,Taco Cabana #20341,25103 W Interstate 10,San Antonio,TX,78257,US,New Category
"Galpco Gaucho, Llc",          ,,,,"Galpÿo Gaucho, Llc",25107 Cambridge Wl,San Antonio,TX,78261,US,New Category
